YEAR,REGION,SPECIES_CD,abundance,var,n,nm,N,NM
2005,FLA KEYS,HEM BRAS,833569.1808492339,261122879947.9036,256,498,16893,3823793.000748641
2005,FLA KEYS,HYP HARR,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,INE VITT,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,JEN SPE.,2287851.128020491,2675062400781.3794,256,498,16893,3823793.000748641
2005,FLA KEYS,SAR AURI,0,0,256,498,16893,3823793.000748641
2006,FLA KEYS,ANC LYOL,615.399113288662,396547.18955602474,328,593,16893,3823793.000748641
2006,FLA KEYS,ATH STIP,2875057.0364987548,8442628330078.773,328,593,16893,3823793.000748641
2006,FLA KEYS,CHR ATHE,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,HAR HUME,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,HAR JAGU,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,HEM BRAS,41340.41608683543,865557183.9322298,328,593,16893,3823793.000748641
2006,FLA KEYS,HYP HARR,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,INE VITT,4346529.916736122,19001943261935.32,328,593,16893,3823793.000748641
2006,FLA KEYS,JEN SPE.,172503.4221899253,30393461988.283577,328,593,16893,3823793.000748641
2006,FLA KEYS,SAR AURI,0,0,328,593,16893,3823793.000748641
2007,FLA KEYS,ANC LYOL,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,ATH STIP,104999.8211224931,11054501504.414782,317,614,16893,3823793.000748641
2007,FLA KEYS,CHR ATHE,4025.079851098257,16526365.637783963,317,614,16893,3823793.000748641
2007,FLA KEYS,HAR HUME,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,HAR JAGU,805.0159702196514,661054.6255113586,317,614,16893,3823793.000748641
2007,FLA KEYS,HEM BRAS,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,HYP HARR,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,INE VITT,175532.9389451126,30829530193.024757,317,614,16893,3823793.000748641
2007,FLA KEYS,JEN SPE.,4954189.908186251,15518205931502.021,317,614,16893,3823793.000748641
2007,FLA KEYS,SAR AURI,0,0,317,614,16893,3823793.000748641
2008,FLA KEYS,ANC LYOL,3294112.0352154695,10863895967273.217,376,735,16893,3823793.000748641
2008,FLA KEYS,ATH STIP,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,CHR ATHE,16470.56017607735,271597399.18183047,376,735,16893,3823793.000748641
2008,FLA KEYS,HAR HUME,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,HAR JAGU,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,HEM BRAS,428657.3133941715,77387161436.57825,376,735,16893,3823793.000748641
2008,FLA KEYS,HYP HARR,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,INE VITT,1181574.6397880705,1184030341490.1338,376,735,16893,3823793.000748641
2008,FLA KEYS,JEN SPE.,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,SAR AURI,0,0,376,735,16893,3823793.000748641
2009,FLA KEYS,ANC LYOL,3775976.525920743,10638488128142.793,516,1005,16893,3823793.000748641
2009,FLA KEYS,ATH STIP,2063988.3146233163,2481878517739.6226,516,1005,16893,3823793.000748641
2009,FLA KEYS,CHR ATHE,0,0,516,1005,16893,3823793.000748641
2009,FLA KEYS,HAR HUME,198531.05493833465,39530251648.08898,516,1005,16893,3823793.000748641
2009,FLA KEYS,HAR JAGU,248163.8186729183,61766018200.13903,516,1005,16893,3823793.000748641
2009,FLA KEYS,HEM BRAS,414460.5737222902,120485534969.48714,516,1005,16893,3823793.000748641
2009,FLA KEYS,HYP HARR,8984715.366335101,58242666970093.555,516,1005,16893,3823793.000748641
2009,FLA KEYS,INE VITT,0,0,516,1005,16893,3823793.000748641
2009,FLA KEYS,JEN SPE.,3910182.0162194697,5255714366092.8,516,1005,16893,3823793.000748641
2009,FLA KEYS,SAR AURI,16153.818634229709,261012241.05384266,516,1005,16893,3823793.000748641
2010,FLA KEYS,ANC LYOL,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,ATH STIP,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,CHR ATHE,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,HAR HUME,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,HAR JAGU,650165.6264129583,422664953932.9074,379,740,16893,3823793.000748641
2010,FLA KEYS,HEM BRAS,131440.41728345948,11425489700.858282,379,740,16893,3823793.000748641
2010,FLA KEYS,HYP HARR,314748.71810847777,99333902392.53835,379,740,16893,3823793.000748641
2010,FLA KEYS,INE VITT,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,JEN SPE.,9007834.960191924,24071816392029.656,379,740,16893,3823793.000748641
2010,FLA KEYS,SAR AURI,0,0,379,740,16893,3823793.000748641
2011,FLA KEYS,ANC LYOL,14309.392646349925,102527292.68305564,402,789,16893,3823793.000748641
2011,FLA KEYS,ATH STIP,2111847.6962397723,2459191673381.71,402,789,16893,3823793.000748641
2011,FLA KEYS,CHR ATHE,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,HAR HUME,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,HAR JAGU,246159.6453154648,60545339052.77234,402,789,16893,3823793.000748641
2011,FLA KEYS,HEM BRAS,4913.20671380157,25111248.05371088,402,789,16893,3823793.000748641
2011,FLA KEYS,HYP HARR,10981966.333597055,34390304871473.49,402,789,16893,3823793.000748641
2011,FLA KEYS,INE VITT,2058802.535134914,3081060395881.8535,402,789,16893,3823793.000748641
2011,FLA KEYS,JEN SPE.,46486323.66324171,802281929733712.4,402,789,16893,3823793.000748641
2011,FLA KEYS,SAR AURI,27817.791467111183,775148637.7929511,402,789,16893,3823793.000748641
2012,FLA KEYS,ANC LYOL,660198.2824552696,435531673015.6603,416,803,16893,3823793.000748641
2012,FLA KEYS,ATH STIP,7262181.1070079645,52732012249876.41,416,803,16893,3823793.000748641
2012,FLA KEYS,CHR ATHE,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,HAR HUME,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,HAR JAGU,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,HEM BRAS,1109496.963224017,370751476504.10223,416,803,16893,3823793.000748641
2012,FLA KEYS,HYP HARR,409766.7659003883,156980958871.38382,416,803,16893,3823793.000748641
2012,FLA KEYS,INE VITT,1298813.0864497053,1294794740863.6494,416,803,16893,3823793.000748641
2012,FLA KEYS,JEN SPE.,15834458.906702833,120632808654802.45,416,803,16893,3823793.000748641
2012,FLA KEYS,SAR AURI,0,0,416,803,16893,3823793.000748641
2014,FLA KEYS,ATH STIP,1649483.555461239,2717661980981.674,432,860,67562,3823227.1165065365
2014,FLA KEYS,HAR HUME,3151894.387916144,9416874448323.264,432,860,67562,3823227.1165065365
2014,FLA KEYS,HAR JAGU,7873.925551233036,61993101.68108032,432,860,67562,3823227.1165065365
2014,FLA KEYS,HEM BRAS,279881.03789930855,31152538446.27461,432,860,67562,3823227.1165065365
2014,FLA KEYS,INE VITT,1213302.8292086616,1322558354455.1956,432,860,67562,3823227.1165065365
2014,FLA KEYS,JEN SPE.,2246533.078210495,2512882524091.038,432,860,67562,3823227.1165065365
2016,FLA KEYS,ATH STIP,997370.9767092107,994250179693.5305,405,797,67562,3823227.1165065365
2016,FLA KEYS,HAR JAGU,14276583.745619819,192303432298844.84,405,797,67562,3823227.1165065365
2016,FLA KEYS,HEM BRAS,412229.84053727036,70112932091.92902,405,797,67562,3823227.1165065365
2016,FLA KEYS,INE VITT,294257.8294295669,49444156117.73793,405,797,67562,3823227.1165065365
2016,FLA KEYS,JEN SPE.,103907.29944862355,10795479991.112545,405,797,67562,3823227.1165065365
2018,FLA KEYS,ANC LYOL,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,ATH STIP,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,CHR ATHE,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,HAR HUME,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,HAR JAGU,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,HEM BRAS,5636.835811629993,26259130.135757636,434,843,67562,3823227.1165065365
2018,FLA KEYS,HYP HARR,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,INE VITT,36149.35772334992,1306825794.580517,434,843,67562,3823227.1165065365
2018,FLA KEYS,JEN SPE.,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,SAR AURI,361.6580701142328,130813.81003970673,434,843,67562,3823227.1165065365
