YEAR,REGION,SPECIES_CD,abundance,var,n,nm,N,NM
2000,FLA KEYS,LAB BUCC,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,LAB FILA,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,LAB GOBI,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,LAB SPE.,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,LAC BICA,6320.712091557287,39919918.2963058,228,527,16893,3823793.000748641
2000,FLA KEYS,LAC TRIG,1830.2818455567965,1419116.088396336,228,527,16893,3823793.000748641
2000,FLA KEYS,LAC TRIQ,299247.3282806457,3234839179.8674397,228,527,16893,3823793.000748641
2000,FLA KEYS,LAG RHOM,6932.08196578033,18838603.421717912,228,527,16893,3823793.000748641
2000,FLA KEYS,MAL PLUM,286382.40445785614,12681858942.130304,228,527,16893,3823793.000748641
2000,FLA KEYS,MAN BIRO,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,MIC CHRY,624045.8071430197,14266383120.872562,228,527,16893,3823793.000748641
2000,FLA KEYS,MON CILI,2594.132499331758,6708208.466430891,228,527,16893,3823793.000748641
2000,FLA KEYS,MON TUCK,33767.86870906754,373905643.6843633,228,527,16893,3823793.000748641
2000,FLA KEYS,MUL MART,619001.9911727874,48460991303.997025,228,527,16893,3823793.000748641
2000,FLA KEYS,MUR RETI,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,MYR JACO,14238.452080852401,159529204.5348228,228,527,16893,3823793.000748641
2000,FLA KEYS,NEO MARI,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,ODO DENT,22350.636278560956,129772682.24617004,228,527,16893,3823793.000748641
2000,FLA KEYS,OGC SPE.,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,OPI AURI,1889694.1970422722,160708516788.69046,228,527,16893,3823793.000748641
2000,FLA KEYS,OPI MACR,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,OPI SPE.,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,OPI WHIT,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,ORT CHRY,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,PAG PAGR,2594.132499331758,6708208.466430891,228,527,16893,3823793.000748641
2000,FLA KEYS,PAR ACUM,192480.2222196604,3157909771.177431,228,527,16893,3823793.000748641
2000,FLA KEYS,PAR ALBI,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,PAR BAIR,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,PAR UMBR,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,PEM SCHO,5199.061474335249,26632124.074225537,228,527,16893,3823793.000748641
2000,FLA KEYS,PHA XENU,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,POM ARCU,2718380.8653457807,45897544599.51663,228,527,16893,3823793.000748641
2000,FLA KEYS,POM PARU,578693.9977854809,7304317544.587302,228,527,16893,3823793.000748641
2000,FLA KEYS,PRI AREN,6320.712091557287,39919918.2963058,228,527,16893,3823793.000748641
2000,FLA KEYS,PRI OPHR,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,PRO ACUL,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,PSE MACU,2421360.4624219416,115251321729.52386,228,527,16893,3823793.000748641
2000,FLA KEYS,REM REMO,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,SAR CORU,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,SAR VEXI,4221.14276844838,15647409.571657248,228,527,16893,3823793.000748641
2000,FLA KEYS,SCO CARI,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,SCO PLUM,24955.93893715632,158045453.7172677,228,527,16893,3823793.000748641
2000,FLA KEYS,SER PHOE,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,SPH SPEN,7311.009515240191,40893720.12514778,228,527,16893,3823793.000748641
2000,FLA KEYS,SPH TEST,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,STE ADUS,576706.5442299279,15205931062.652786,228,527,16893,3823793.000748641
2000,FLA KEYS,STE DIEN,31639.1745484454,264923151.29328936,228,527,16893,3823793.000748641
2000,FLA KEYS,STE HISP,25282.848366229147,315298451.7850916,228,527,16893,3823793.000748641
2000,FLA KEYS,STE LEUC,802475.8361759167,13377907304.880672,228,527,16893,3823793.000748641
2000,FLA KEYS,STE PART,66435914.661704384,30357604675121.516,228,527,16893,3823793.000748641
2000,FLA KEYS,STE PLAN,2929581.866162818,251914604221.81213,228,527,16893,3823793.000748641
2000,FLA KEYS,STE SPE.,0,0,228,527,16893,3823793.000748641
2000,FLA KEYS,STE VARI,3061882.3561901115,85850575579.99889,228,527,16893,3823793.000748641
2000,FLA KEYS,SYA MICR,0,0,228,527,16893,3823793.000748641
