YEAR,REGION,SPECIES_CD,density,var,n,nm,N,NM
2012,FLA KEYS,HEM BRAS,0.290156125869469,0.025356782265611544,416,803,16893,3823793.000748641
2012,FLA KEYS,HYP HARR,0.10716238191245242,0.010736388783888114,416,803,16893,3823793.000748641
2012,FLA KEYS,INE VITT,0.33966616032704106,0.08855481475709029,416,803,16893,3823793.000748641
2012,FLA KEYS,JEN SPE.,4.141034544391573,8.250432046803084,416,803,16893,3823793.000748641
2012,FLA KEYS,SAR AURI,0,0,416,803,16893,3823793.000748641
2014,FLA KEYS,ATH STIP,0.4314375016696498,0.18592390964461303,432,860,67562,3823227.1165065365
2014,FLA KEYS,HAR HUME,0.82440678826221,0.6442383660356054,432,860,67562,3823227.1165065365
2014,FLA KEYS,HAR JAGU,0.0020594972025694915,4.241145483213871e-6,432,860,67562,3823227.1165065365
2014,FLA KEYS,HEM BRAS,0.07320544382282188,0.0021312443504078855,432,860,67562,3823227.1165065365
2014,FLA KEYS,INE VITT,0.31735044564062254,0.09048042829249633,432,860,67562,3823227.1165065365
2014,FLA KEYS,JEN SPE.,0.5876012619054811,0.17191429494401858,432,860,67562,3823227.1165065365
2016,FLA KEYS,ATH STIP,0.2608714958112548,0.06801982066463871,405,797,67562,3823227.1165065365
2016,FLA KEYS,HAR JAGU,3.734170979270781,13.156090132358697,405,797,67562,3823227.1165065365
2016,FLA KEYS,HEM BRAS,0.10782248293790725,0.0047966489366238095,405,797,67562,3823227.1165065365
2016,FLA KEYS,INE VITT,0.07696582506415267,0.0033826321591207626,405,797,67562,3823227.1165065365
2016,FLA KEYS,JEN SPE.,0.027177903975416605,7.385531609463877e-4,405,797,67562,3823227.1165065365
2018,FLA KEYS,ANC LYOL,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,ATH STIP,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,CHR ATHE,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,HAR HUME,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,HAR JAGU,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,HEM BRAS,0.0014743659321972576,1.7964707063912304e-6,434,843,67562,3823227.1165065365
2018,FLA KEYS,HYP HARR,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,INE VITT,0.00945519494964801,8.940411377616285e-5,434,843,67562,3823227.1165065365
2018,FLA KEYS,JEN SPE.,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,SAR AURI,9.459497411304639e-5,8.949389279569135e-9,434,843,67562,3823227.1165065365
