YEAR,REGION,SPECIES_CD,density,var,n,nm,N,NM
2003,FLA KEYS,MYC ACUT,0,0,237,434,16893,3823793.000748641
2003,FLA KEYS,MYC BONA,0.09759043436467088,3.2355825711449034e-4,237,434,16893,3823793.000748641
2003,FLA KEYS,MYC INTE,3.5359109013877264e-4,6.85066886453608e-8,237,434,16893,3823793.000748641
2003,FLA KEYS,MYC MICR,0.05319231295931418,0.002144153827397807,237,434,16893,3823793.000748641
2003,FLA KEYS,MYC PHEN,8.760752483577168e-4,5.132811794585048e-7,237,434,16893,3823793.000748641
2003,FLA KEYS,MYC TIGR,7.778299267377584e-4,2.559729950980953e-7,237,434,16893,3823793.000748641
2003,FLA KEYS,MYC VENE,0.00423635194288433,8.48758321733329e-6,237,434,16893,3823793.000748641
2003,FLA KEYS,SRR SPE.,0,0,237,434,16893,3823793.000748641
2004,FLA KEYS,CEP CRUE,0.30661418093124926,0.0019392773377702277,127,244,16771,3796177.8497339403
2004,FLA KEYS,CEP FULV,0.1236145937564555,0.0015637018895543965,127,244,16771,3796177.8497339403
2004,FLA KEYS,DER INER,0,0,127,244,16771,3796177.8497339403
2004,FLA KEYS,EPI FLAV,0,0,127,244,16771,3796177.8497339403
2004,FLA KEYS,EPI ITAJ,8.701829160007105e-5,7.560804542360225e-9,127,244,16771,3796177.8497339403
2004,FLA KEYS,EPI MORI,0.1334252617451715,7.19266224418187e-4,127,244,16771,3796177.8497339403
2004,FLA KEYS,EPI NIVE,0,0,127,244,16771,3796177.8497339403
2004,FLA KEYS,EPI STRI,0.0056256292935599715,1.4066901060303259e-5,127,244,16771,3796177.8497339403
2004,FLA KEYS,MYC ACUT,0,0,127,244,16771,3796177.8497339403
2004,FLA KEYS,MYC BONA,0.12825429515391595,0.0012567227974146571,127,244,16771,3796177.8497339403
2004,FLA KEYS,MYC INTE,0.0013319126265316996,7.422740264195794e-7,127,244,16771,3796177.8497339403
2004,FLA KEYS,MYC MICR,0.016692055223399567,1.7635548028540701e-4,127,244,16771,3796177.8497339403
2004,FLA KEYS,MYC PHEN,2.610548748002131e-4,2.1111314418057903e-8,127,244,16771,3796177.8497339403
2004,FLA KEYS,MYC TIGR,0,0,127,244,16771,3796177.8497339403
2004,FLA KEYS,MYC VENE,0.003759454302874655,1.3509013588076489e-5,127,244,16771,3796177.8497339403
2004,FLA KEYS,SRR SPE.,0,0,127,244,16771,3796177.8497339403
2005,FLA KEYS,CEP CRUE,0.33493062050301337,0.0015134532727283986,256,498,16893,3823793.000748641
2005,FLA KEYS,CEP FULV,0.0758896008448464,6.962576268536326e-4,256,498,16893,3823793.000748641
2005,FLA KEYS,DER INER,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,EPI FLAV,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,EPI ITAJ,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,EPI MORI,0.16367455909981754,3.962831976405638e-4,256,498,16893,3823793.000748641
2005,FLA KEYS,EPI NIVE,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,EPI STRI,0.09385799278304299,0.0013029146528116217,256,498,16893,3823793.000748641
2005,FLA KEYS,MYC ACUT,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,MYC BONA,0.2113140741305025,7.405402822409684e-4,256,498,16893,3823793.000748641
2005,FLA KEYS,MYC INTE,1.9423725803587285e-4,3.7890408068621264e-8,256,498,16893,3823793.000748641
2005,FLA KEYS,MYC MICR,0.0266359200048818,2.1441541622676765e-4,256,498,16893,3823793.000748641
2005,FLA KEYS,MYC PHEN,0.04523596792401296,3.6205873163669004e-4,256,498,16893,3823793.000748641
2005,FLA KEYS,MYC TIGR,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,MYC VENE,1.500315372415018e-4,2.3248245324360242e-8,256,498,16893,3823793.000748641
2005,FLA KEYS,SRR SPE.,0,0,256,498,16893,3823793.000748641
2006,FLA KEYS,CEP CRUE,0.32216443876852474,0.0013778965940182016,328,593,16893,3823793.000748641
2006,FLA KEYS,CEP FULV,0.10287297936197175,0.0011594781816204242,328,593,16893,3823793.000748641
2006,FLA KEYS,DER INER,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,EPI FLAV,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,EPI ITAJ,0.007854051323683716,2.3328821468516515e-5,328,593,16893,3823793.000748641
2006,FLA KEYS,EPI MORI,0.07241278758274362,2.1142543043274026e-4,328,593,16893,3823793.000748641
2006,FLA KEYS,EPI NIVE,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,EPI STRI,0.015416155640873496,2.92474877895304e-5,328,593,16893,3823793.000748641
2006,FLA KEYS,MYC ACUT,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,MYC BONA,0.0992347630352065,3.0282230009535786e-4,328,593,16893,3823793.000748641
2006,FLA KEYS,MYC INTE,0.00198003031754557,2.6492768997387812e-6,328,593,16893,3823793.000748641
2006,FLA KEYS,MYC MICR,0.0010214313811981676,2.3005852758671197e-7,328,593,16893,3823793.000748641
2006,FLA KEYS,MYC PHEN,0.0177563404427709,4.4745576538951115e-5,328,593,16893,3823793.000748641
2006,FLA KEYS,MYC TIGR,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,MYC VENE,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,SRR SPE.,0,0,328,593,16893,3823793.000748641
2007,FLA KEYS,CEP CRUE,0.4067457692102903,9.484091900767425e-4,317,614,16893,3823793.000748641
2007,FLA KEYS,CEP FULV,0.0972723630079149,4.402281842702552e-4,317,614,16893,3823793.000748641
2007,FLA KEYS,DER INER,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,EPI FLAV,0.0036877771294393565,7.0998812285084295e-6,317,614,16893,3823793.000748641
2007,FLA KEYS,EPI ITAJ,0.006668097239487756,7.680534271637022e-6,317,614,16893,3823793.000748641
2007,FLA KEYS,EPI MORI,0.06884311004214733,1.0963038035162932e-4,317,614,16893,3823793.000748641
2007,FLA KEYS,EPI NIVE,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,EPI STRI,0.01167948808530038,1.4553737330417838e-5,317,614,16893,3823793.000748641
2007,FLA KEYS,MYC ACUT,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,MYC BONA,0.14532076115580467,0.00061298107605752385,317,614,16893,3823793.000748641
2007,FLA KEYS,MYC INTE,0.0010983839460131416,1.2096797147043891e-6,317,614,16893,3823793.000748641
2007,FLA KEYS,MYC MICR,0.002380746387139568,2.9839390729363896e-6,317,614,16893,3823793.000748641
2007,FLA KEYS,MYC PHEN,0.022918137450249433,3.9865504190058585e-5,317,614,16893,3823793.000748641
2007,FLA KEYS,MYC TIGR,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,MYC VENE,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,SRR SPE.,0,0,317,614,16893,3823793.000748641
2008,FLA KEYS,CEP CRUE,0.7330922549892392,0.08876939429251227,376,735,16893,3823793.000748641
2008,FLA KEYS,CEP FULV,0.11397497293121671,6.390306740691294e-4,376,735,16893,3823793.000748641
2008,FLA KEYS,DER INER,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,EPI FLAV,0.007806625773548013,5.826025328574595e-5,376,735,16893,3823793.000748641
2008,FLA KEYS,EPI ITAJ,0.001455530340661563,9.871935478210462e-7,376,735,16893,3823793.000748641
2008,FLA KEYS,EPI MORI,0.12954189896421678,2.5556297857700597e-4,376,735,16893,3823793.000748641
2008,FLA KEYS,EPI NIVE,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,EPI STRI,0.005191242063216305,1.150511698234229e-5,376,735,16893,3823793.000748641
2008,FLA KEYS,MYC ACUT,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,MYC BONA,0.1250372372255322,2.106071445842535e-4,376,735,16893,3823793.000748641
2008,FLA KEYS,MYC INTE,0.0030139042486656015,5.384034475623731e-6,376,735,16893,3823793.000748641
2008,FLA KEYS,MYC MICR,0.006167513724670149,7.763428225800894e-6,376,735,16893,3823793.000748641
2008,FLA KEYS,MYC PHEN,0.03340095517340046,7.527979269096724e-5,376,735,16893,3823793.000748641
2008,FLA KEYS,MYC TIGR,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,MYC VENE,1.3319126265316994e-4,1.800218680616903e-8,376,735,16893,3823793.000748641
2008,FLA KEYS,SRR SPE.,0,0,376,735,16893,3823793.000748641
2009,FLA KEYS,CEP CRUE,0.3397684395524292,5.518889999341088e-4,516,1005,16893,3823793.000748641
2009,FLA KEYS,CEP FULV,0.030175003548820235,4.501720095610995e-5,516,1005,16893,3823793.000748641
2009,FLA KEYS,DER INER,0,0,516,1005,16893,3823793.000748641
2009,FLA KEYS,EPI FLAV,0,0,516,1005,16893,3823793.000748641
2009,FLA KEYS,EPI ITAJ,0.012956701835231406,1.5012561941510078e-5,516,1005,16893,3823793.000748641
2009,FLA KEYS,EPI MORI,0.12023065892569229,1.1566148382173058e-4,516,1005,16893,3823793.000748641
2009,FLA KEYS,EPI NIVE,0,0,516,1005,16893,3823793.000748641
2009,FLA KEYS,EPI STRI,2.9987506503783873e-4,9.067888430477232e-8,516,1005,16893,3823793.000748641
2009,FLA KEYS,MYC ACUT,0,0,516,1005,16893,3823793.000748641
2009,FLA KEYS,MYC BONA,0.10275657464579097,1.381080521623506e-4,516,1005,16893,3823793.000748641
2009,FLA KEYS,MYC INTE,0.006803853667199432,2.1354511572487584e-5,516,1005,16893,3823793.000748641
2009,FLA KEYS,MYC MICR,0.01188421081959831,1.307776014669159e-5,516,1005,16893,3823793.000748641
2009,FLA KEYS,MYC PHEN,0.026383089700909846,4.53710975561033e-5,516,1005,16893,3823793.000748641
2009,FLA KEYS,MYC TIGR,0,0,516,1005,16893,3823793.000748641
2009,FLA KEYS,MYC VENE,9.89941213702535e-4,7.243760515588142e-7,516,1005,16893,3823793.000748641
2009,FLA KEYS,SRR SPE.,0,0,516,1005,16893,3823793.000748641
2010,FLA KEYS,CEP CRUE,0.3763249606125334,7.321167922947735e-4,379,740,16893,3823793.000748641
2010,FLA KEYS,CEP FULV,0.02640304000704381,5.91033720898056e-5,379,740,16893,3823793.000748641
2010,FLA KEYS,DER INER,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,EPI FLAV,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,EPI ITAJ,0.013167063741147044,3.088608130898944e-5,379,740,16893,3823793.000748641
2010,FLA KEYS,EPI MORI,0.10284986019441333,2.0054012164468402e-4,379,740,16893,3823793.000748641
2010,FLA KEYS,EPI NIVE,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,EPI STRI,0.0011581284154906775,7.915523837964396e-7,379,740,16893,3823793.000748641
2010,FLA KEYS,MYC ACUT,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,MYC BONA,0.1377432393880022,3.4012821864063704e-4,379,740,16893,3823793.000748641
2010,FLA KEYS,MYC INTE,0.015569552026789902,3.336930919035285e-5,379,740,16893,3823793.000748641
2010,FLA KEYS,MYC MICR,0.0037985856612654696,6.00487519390252e-6,379,740,16893,3823793.000748641
2010,FLA KEYS,MYC PHEN,0.015742944933123573,5.379671695238065e-5,379,740,16893,3823793.000748641
2010,FLA KEYS,MYC TIGR,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,MYC VENE,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,SRR SPE.,0.0025297045391871075,3.0076243352804307e-6,379,740,16893,3823793.000748641
2011,FLA KEYS,CEP CRUE,0.48731743963498736,0.0010785347209553522,402,789,16893,3823793.000748641
2011,FLA KEYS,CEP FULV,0.03655314657319691,6.342701140167575e-5,402,789,16893,3823793.000748641
2011,FLA KEYS,DER INER,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,EPI FLAV,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,EPI ITAJ,0.006798834790013589,7.062237079279497e-6,402,789,16893,3823793.000748641
2011,FLA KEYS,EPI MORI,0.08441437452400694,1.842670237988881e-4,402,789,16893,3823793.000748641
2011,FLA KEYS,EPI NIVE,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,EPI STRI,0.0072178054506251066,9.562028803243669e-6,402,789,16893,3823793.000748641
2011,FLA KEYS,MYC ACUT,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,MYC BONA,0.24516120202001,0.0011430482548175855,402,789,16893,3823793.000748641
2011,FLA KEYS,MYC INTE,0.004327803767305741,5.023522006876113e-6,402,789,16893,3823793.000748641
2011,FLA KEYS,MYC MICR,0.010464002570645257,1.4024262576367233e-5,402,789,16893,3823793.000748641
2011,FLA KEYS,MYC PHEN,0.06370416133052824,8.702279165190561e-4,402,789,16893,3823793.000748641
2011,FLA KEYS,MYC TIGR,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,MYC VENE,0.002351966363322287,1.971755002487893e-6,402,789,16893,3823793.000748641
2011,FLA KEYS,SRR SPE.,1.1369985836246216e-4,1.304254098685331e-8,402,789,16893,3823793.000748641
2012,FLA KEYS,CEP CRUE,0.40986811905815285,8.5455751148834e-4,416,803,16893,3823793.000748641
2012,FLA KEYS,CEP FULV,0.034808567100633854,6.580226481953118e-5,416,803,16893,3823793.000748641
2012,FLA KEYS,DER INER,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,EPI FLAV,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,EPI ITAJ,0.004742826344372019,6.734592112211813e-6,416,803,16893,3823793.000748641
2012,FLA KEYS,EPI MORI,0.12628404901700951,2.1239707712671178e-4,416,803,16893,3823793.000748641
2012,FLA KEYS,EPI NIVE,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,EPI STRI,0.003214842439669291,3.979003230930532e-6,416,803,16893,3823793.000748641
2012,FLA KEYS,MYC ACUT,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,MYC BONA,0.14148283767805733,2.910141488636768e-4,416,803,16893,3823793.000748641
2012,FLA KEYS,MYC INTE,7.401809014972028e-4,5.496341011841436e-7,416,803,16893,3823793.000748641
2012,FLA KEYS,MYC MICR,0.022963178177990887,4.584848411609494e-5,416,803,16893,3823793.000748641
2012,FLA KEYS,MYC PHEN,0.012271422144730105,2.8716686725023165e-5,416,803,16893,3823793.000748641
2012,FLA KEYS,MYC TIGR,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,MYC VENE,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,SRR SPE.,0,0,416,803,16893,3823793.000748641
2014,FLA KEYS,CEP CRUE,0.6860644035786839,0.003162744336426548,432,860,67562,3823227.1165065365
2014,FLA KEYS,CEP FULV,0.008378805035692223,1.1202763108411258e-5,432,860,67562,3823227.1165065365
2014,FLA KEYS,EPI ITAJ,5.020851218140375e-4,1.2416144777339773e-7,432,860,67562,3823227.1165065365
2014,FLA KEYS,EPI MORI,0.07217385981630825,1.4779475981878694e-4,432,860,67562,3823227.1165065365
2014,FLA KEYS,EPI STRI,0.009731168295525054,8.245536766919834e-6,432,860,67562,3823227.1165065365
2014,FLA KEYS,MYC BONA,0.054023565336278084,5.746741327416028e-5,432,860,67562,3823227.1165065365
2014,FLA KEYS,MYC MICR,0.00285666902589137,1.8259864121455578e-6,432,860,67562,3823227.1165065365
2014,FLA KEYS,MYC PHEN,0.015219160043461183,2.737717541394849e-5,432,860,67562,3823227.1165065365
2014,FLA KEYS,MYC VENE,1.8100658160899121e-4,3.27160386597923e-8,432,860,67562,3823227.1165065365
2014,FLA KEYS,SRR SPE.,0.0020537090105687077,4.217183533726668e-6,432,860,67562,3823227.1165065365
2016,FLA KEYS,CEP CRUE,0.7907491685348974,0.0029892941634530852,405,797,67562,3823227.1165065365
2016,FLA KEYS,CEP FULV,0.017126846287891524,2.522513091617732e-5,405,797,67562,3823227.1165065365
2016,FLA KEYS,EPI ITAJ,2.1159016230210096e-4,4.479776580537384e-8,405,797,67562,3823227.1165065365
2016,FLA KEYS,EPI MORI,0.10192831702599224,5.181777367330274e-4,405,797,67562,3823227.1165065365
2016,FLA KEYS,EPI STRI,0.007947047226681912,7.279648289170988e-6,405,797,67562,3823227.1165065365
2016,FLA KEYS,MYC BONA,0.06648651583522519,3.198368622211951e-4,405,797,67562,3823227.1165065365
2016,FLA KEYS,MYC INTE,0.0023065112643933547,4.630931355706993e-6,405,797,67562,3823227.1165065365
2016,FLA KEYS,MYC PHEN,0.009422177864643326,2.936942821393665e-5,405,797,67562,3823227.1165065365
2016,FLA KEYS,MYC VENE,0.0011324126656423587,1.2822103488652563e-6,405,797,67562,3823227.1165065365
2018,FLA KEYS,CEP CRUE,0.3788199719936891,8.481081190379995e-4,434,843,67562,3823227.1165065365
2018,FLA KEYS,CEP FULV,0.0030001185052984645,4.331201591640383e-6,434,843,67562,3823227.1165065365
2018,FLA KEYS,DER INER,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,EPI FLAV,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,EPI ITAJ,0.0012341556270079352,1.5237958677355122e-6,434,843,67562,3823227.1165065365
2018,FLA KEYS,EPI MORI,0.15659472976708266,2.795782973311011e-4,434,843,67562,3823227.1165065365
2018,FLA KEYS,EPI NIVE,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,EPI STRI,0.0027590269352591717,1.889403747164938e-6,434,843,67562,3823227.1165065365
2018,FLA KEYS,MYC ACUT,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,MYC BONA,0.09580747661899539,1.5401764656479058e-4,434,843,67562,3823227.1165065365
2018,FLA KEYS,MYC INTE,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,MYC MICR,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,MYC PHEN,0.004312319143494822,6.829329352528722e-6,434,843,67562,3823227.1165065365
2018,FLA KEYS,MYC TIGR,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,MYC VENE,0,0,434,843,67562,3823227.1165065365
2018,FLA KEYS,SRR SPE.,0.0010824307764543957,9.128408708632894e-7,434,843,67562,3823227.1165065365
